MSOA_code,number_measured,number_obese,obesity_rate,overcrowded_percent,lone_parent_percent,long_commute_percent,social_housing_percent,unemployment_rate,inactive_rate,nonwhite_percent,higher_education_percent,average_household_size,percent_age_10_11
E02000114,209.0,58.0,27.751196172248804,13.746630727762804,13.622875640679796,15.248868778280544,20.323886639676115,7.98004987531172,26.499054399822004,51.87367952852219,44.48684210526316,2.3730779606150527,2.0902824104958864
E02000115,131.0,38.0,29.00763358778626,12.258064516129032,11.125451729478575,19.15887850467289,26.26418988648091,7.874506544774569,28.7122969837587,45.98607888631091,54.4718792866941,2.1845836555813354,1.7623188405797103
E02000116,275.0,66.0,24.0,19.938176197836167,21.63833075734157,15.94412331406551,34.0129749768304,10.212457749879285,29.61272961272961,64.63086463086462,33.36329588014981,2.623456790123457,2.5635022825705254
E02000117,474.0,134.0,28.270042194092827,19.432773109243698,24.23796510405718,17.957872188504105,46.69048119352805,12.070777855641206,31.19993717606408,72.3596387907342,31.208677685950413,2.640680815297332,3.2359409362236886
E02000118,320.0,62.0,19.375,28.526148969889064,12.230671736375156,21.37305699481865,17.432646592709986,7.062891010865986,28.098148640269287,84.01947764497565,28.054054054054056,3.437757364586633,2.097716409984068
E02000119,324.0,82.0,25.30864197530864,19.469026548672566,24.405665149215984,23.577568563241915,53.71963562753036,11.22715404699739,30.054593373493976,78.23590322884307,37.60401370533529,2.622312167973691,3.0605518410396457
E02000120,146.0,30.0,20.54794520547945,10.365135453474675,10.131950989632422,12.400793650793652,23.82748055621023,7.827038861521621,23.627896662601174,43.28490628812244,55.62417871222076,2.1194627709707823,1.8962075848303397
E02000121,315.0,58.0,18.41269841269841,27.310344827586206,13.292884721456147,23.070824524312897,13.978494623655912,7.415553809897879,28.43954248366013,85.35250388040193,31.738777168393256,3.2646815550041355,2.01764417578827
E02000122,191.0,39.0,20.418848167539267,8.702531645569621,12.47230136119025,15.12770137524558,18.037974683544306,8.108715184186883,27.344992050874406,42.87286063569682,52.90071770334929,2.5754508067067383,2.7675728630908645
E02000123,512.0,159.0,31.0546875,17.073170731707318,22.430919270363013,18.444165621079048,34.68761285662694,9.988402435488547,28.644030345437137,61.821662616891246,35.48985077393642,2.4443040259974724,2.9528718703976438
E02000124,202.0,36.0,17.82178217821782,8.413461538461538,12.154696132596683,12.017640573318634,20.360576923076923,6.191402794976119,24.723618090452263,35.9618282270216,58.5561167919182,2.3841346153846152,2.2693041470027118
E02000125,247.0,45.0,18.21862348178137,8.745247148288973,12.871287128712872,16.53734238603298,20.685279187817255,6.8307472801854825,24.723284363050915,43.60599657913271,50.57642246188174,2.515728056823947,2.1227364185110664
E02000126,300.0,85.0,28.33333333333333,16.715542521994134,18.841857730746614,16.957470010905126,62.08516886930984,12.161531279178336,27.943868212324592,68.20844520380767,41.88593155893536,2.388839941262849,2.852962692026335
E02000127,318.0,74.0,23.270440251572328,8.45442536327609,18.82756799577502,36.57945736434108,32.64713644761151,7.548806941431669,27.997428479588557,28.63421955403088,32.880886426592795,2.456010568031704,3.0760986066452305
E02000128,222.0,33.0,14.864864864864863,3.4257748776508974,11.622592229840023,40.298507462686565,11.785830884753508,5.070993914807302,27.72429726607624,18.924123764282964,39.459016393442624,2.476983349657199,2.733572895277207
E02000130,204.0,43.0,21.07843137254902,5.729877216916781,12.138570649208948,38.0695443645084,17.504096122337522,5.805785123966943,23.51684859990508,32.03226954561632,55.52785923753666,2.2949522510231923,2.491103202846975
E02000131,185.0,45.0,24.324324324324326,8.481262327416173,13.848885381732098,40.19248395967003,22.83402407736333,6.504796163069544,18.702908917501198,36.77283997711234,57.64910248986682,2.067087608524073,2.02328688681046
E02000132,112.0,18.0,16.071428571428573,6.0728744939271255,9.860295606398056,40.164330594490096,13.13233508700931,5.995244565217392,23.815334553589587,29.222165734621253,53.59183177342896,1.980777013354917,1.9817073170731707
E02000133,155.0,21.0,13.548387096774196,1.3856812933025404,7.114807114807115,48.59154929577465,3.465804066543438,3.610442510646176,30.657613245279503,20.524261015058563,52.66183741520064,2.4585354585354584,2.75476966030712
